,Date,Rainfall_Terni,Flow_Rate_Lupa,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
1839,14/01/2014,4.748,-91.95,,,
1840,15/01/2014,4.748,-91.96,,,
1841,16/01/2014,4.748,-91.97,,,
1842,17/01/2014,4.748,-91.98,,,
1843,18/01/2014,4.748,-91.99,,,
1844,19/01/2014,4.748,-92.0,,,
1845,20/01/2014,4.748,-92.01,,,
1846,21/01/2014,4.748,-92.02,,,
1847,22/01/2014,4.748,-92.03,,,
1848,23/01/2014,4.748,-92.04,,,
1849,24/01/2014,4.748,-92.07,,,
1850,25/01/2014,4.748,-92.08,,,
1851,26/01/2014,4.748,-92.09,,,
1852,27/01/2014,4.748,-92.1,,,
1853,28/01/2014,4.748,-92.11,,,
1854,29/01/2014,4.748,-92.12,,,
1855,30/01/2014,4.748,,,,
1856,31/01/2014,4.748,,,,
1857,01/02/2014,4.069,-92.13,,,
1858,02/02/2014,4.069,-92.14,,,
1859,03/02/2014,4.069,-92.15,,,
1860,04/02/2014,4.069,-92.16,,,
1861,05/02/2014,4.069,-92.17,,,
1862,06/02/2014,4.069,-92.18,,,
1863,07/02/2014,4.069,-92.19,,,
1864,08/02/2014,4.069,-92.2,,,
1865,09/02/2014,4.069,-92.21,,,
1866,10/02/2014,4.069,-92.22,,,
1867,11/02/2014,4.069,-92.23,,,
1868,12/02/2014,4.069,-92.24,,,
1869,13/02/2014,4.069,-92.25,,,
1870,14/02/2014,4.069,-92.26,,,
1871,15/02/2014,4.069,-92.27,,,
1872,16/02/2014,4.069,-92.28,,,
1873,17/02/2014,4.069,-92.29,,,
1874,18/02/2014,4.069,-92.3,,,
1875,19/02/2014,4.069,-92.31,,,
1876,20/02/2014,4.069,-92.32,,,
1877,21/02/2014,4.069,-92.33,,,
1878,22/02/2014,4.069,-92.34,,,
1879,23/02/2014,4.069,-92.35,,,
1880,24/02/2014,4.069,-92.36,,,
1881,25/02/2014,4.069,-92.37,,,
1882,26/02/2014,4.069,-92.38,,,
1883,27/02/2014,4.069,-92.39,,,
1884,28/02/2014,4.069,-92.4,,,
1885,01/03/2014,2.729,-92.41,,,
1886,02/03/2014,2.729,-92.42,,,
1887,03/03/2014,2.729,-92.43,,,
1888,04/03/2014,2.729,-92.44,,,
1889,05/03/2014,2.729,-92.45,,,
1890,06/03/2014,2.729,-92.46,,,
1891,07/03/2014,2.729,-92.47,,,
1892,08/03/2014,2.729,-92.48,,,
1893,09/03/2014,2.729,-92.49,,,
1894,10/03/2014,2.729,-92.5,,,
1895,11/03/2014,2.729,-92.51,,,
1896,12/03/2014,2.729,-92.52,,,
1897,13/03/2014,2.729,-92.53,,,
1898,14/03/2014,2.729,-92.54,,,
1899,15/03/2014,2.729,-92.57,,,
1900,16/03/2014,2.729,-92.58,,,
1901,17/03/2014,2.729,-92.59,,,
1902,18/03/2014,2.729,-92.6,,,
1903,19/03/2014,2.729,-92.61,,,
1904,20/03/2014,2.729,-92.62,,,
1905,21/03/2014,2.729,-92.63,,,
1906,22/03/2014,2.729,-92.64,,,
1907,23/03/2014,2.729,,,,
1908,24/03/2014,2.729,,,,
1909,25/03/2014,2.729,-92.65,,,
1910,26/03/2014,2.729,-92.66,,,
1911,27/03/2014,2.729,-92.67,,,
1912,28/03/2014,2.729,-92.68,,,
1913,29/03/2014,2.729,-92.69,,,
1914,30/03/2014,2.729,-92.7,,,
1915,31/03/2014,2.729,-92.71,,,
1916,01/04/2014,2.142,-92.72,,,
1917,02/04/2014,2.142,-92.73,,,
1918,03/04/2014,2.142,-92.74,,,
1919,04/04/2014,2.142,-92.75,,,
1920,05/04/2014,2.142,-92.76,,,
1921,06/04/2014,2.142,-92.77,,,
1922,07/04/2014,2.142,-92.78,,,
1923,08/04/2014,2.142,-92.79,,,
1924,09/04/2014,2.142,-92.8,,,
1925,10/04/2014,2.142,-92.81,,,
1926,11/04/2014,2.142,-92.82,,,
1927,12/04/2014,2.142,-92.83,,,
1928,13/04/2014,2.142,-92.84,,,
1929,14/04/2014,2.142,-92.85,,,
1930,15/04/2014,2.142,-92.86,,,
1931,16/04/2014,2.142,-92.87,,,
1932,17/04/2014,2.142,-92.88,,,
1933,18/04/2014,2.142,-92.89,,,
1934,19/04/2014,2.142,-92.9,,,
1935,20/04/2014,2.142,-92.91,,,
1936,21/04/2014,2.142,-92.92,,,
1937,22/04/2014,2.142,-92.93,,,
1938,23/04/2014,2.142,-92.94,,,
1939,24/04/2014,2.142,-92.95,,,
1940,25/04/2014,2.142,-92.96,,,
1941,26/04/2014,2.142,-92.97,,,
1942,27/04/2014,2.142,-92.98,,,
1943,28/04/2014,2.142,-92.99,,,
1944,29/04/2014,2.142,-93.0,,,
1945,30/04/2014,2.142,-93.01,,,
1946,01/05/2014,2.166,-93.02,,,
1947,02/05/2014,2.166,-93.03,,,
1948,03/05/2014,2.166,-93.04,,,
1949,04/05/2014,2.166,-93.07,,,
1950,05/05/2014,2.166,-93.08,,,
1951,06/05/2014,2.166,-93.09,,,
1952,07/05/2014,2.166,-93.1,,,
1953,08/05/2014,2.166,-93.11,,,
1954,09/05/2014,2.166,-93.12,,,
1955,10/05/2014,2.166,-93.13,,,
1956,11/05/2014,2.166,-93.14,,,
1957,12/05/2014,2.166,-93.15,,,
1958,13/05/2014,2.166,-93.16,,,
1959,14/05/2014,2.166,,,,
1960,15/05/2014,2.166,,,,
1961,16/05/2014,2.166,-93.17,,,
1962,17/05/2014,2.166,-93.18,,,
1963,18/05/2014,2.166,-93.19,,,
1964,19/05/2014,2.166,-93.2,,,
1965,20/05/2014,2.166,-93.21,,,
1966,21/05/2014,2.166,-93.22,,,
1967,22/05/2014,2.166,-93.23,,,
1968,23/05/2014,2.166,-93.24,,,
1969,24/05/2014,2.166,-93.25,,,
1970,25/05/2014,2.166,-93.26,,,
1971,26/05/2014,2.166,-93.27,,,
1972,27/05/2014,2.166,-93.28,,,
1973,28/05/2014,2.166,-93.29,,,
1974,29/05/2014,2.166,-93.3,,,
1975,30/05/2014,2.166,-93.31,,,
1976,31/05/2014,2.166,-93.32,,,
1977,01/06/2014,3.634,-93.33,,,
1978,02/06/2014,3.634,-93.34,,,
1979,03/06/2014,3.634,-93.35,,,
1980,04/06/2014,3.634,-93.36,,,
1981,05/06/2014,3.634,-93.37,,,
1982,06/06/2014,3.634,-93.38,,,
1983,07/06/2014,3.634,-93.39,,,
1984,08/06/2014,3.634,-93.4,,,
1985,09/06/2014,3.634,-93.41,,,
1986,10/06/2014,3.634,-93.42,,,
1987,11/06/2014,3.634,-93.43,,,
1988,12/06/2014,3.634,-93.44,,,
1989,13/06/2014,3.634,-93.45,,,
1990,14/06/2014,3.634,-93.46,,,
1991,15/06/2014,3.634,-93.47,,,
1992,16/06/2014,3.634,-93.48,,,
1993,17/06/2014,3.634,-93.49,,,
1994,18/06/2014,3.634,-93.5,,,
1995,19/06/2014,3.634,-93.51,,,
1996,20/06/2014,3.634,-93.52,,,
1997,21/06/2014,3.634,-93.53,,,
1998,22/06/2014,3.634,-93.54,,,
1999,23/06/2014,3.634,-93.57,,,
2000,24/06/2014,3.634,-93.58,,,
2001,25/06/2014,3.634,-93.59,,,
2002,26/06/2014,3.634,-93.6,,,
2003,27/06/2014,3.634,-93.61,,,
2004,28/06/2014,3.634,-93.62,,,
2005,29/06/2014,3.634,-93.63,,,
2006,30/06/2014,3.634,-93.64,,,
2007,01/07/2014,2.131,-93.65,,,
2008,02/07/2014,2.131,-93.66,,,
2009,03/07/2014,2.131,-93.67,,,
2010,04/07/2014,2.131,-93.68,,,
2011,05/07/2014,2.131,,,,
2012,06/07/2014,2.131,,,,
2013,07/07/2014,2.131,-93.69,,,
2014,08/07/2014,2.131,-93.7,,,
2015,09/07/2014,2.131,-93.71,,,
2016,10/07/2014,2.131,-93.72,,,
2017,11/07/2014,2.131,-93.73,,,
2018,12/07/2014,2.131,-93.74,,,
2019,13/07/2014,2.131,-93.75,,,
2020,14/07/2014,2.131,-93.76,,,
2021,15/07/2014,2.131,-93.77,,,
2022,16/07/2014,2.131,-93.78,,,
2023,17/07/2014,2.131,-93.79,,,
2024,18/07/2014,2.131,-93.8,,,
2025,19/07/2014,2.131,-93.81,,,
2026,20/07/2014,2.131,-93.82,,,
2027,21/07/2014,2.131,-93.83,,,
2028,22/07/2014,2.131,-93.84,,,
2029,23/07/2014,2.131,-93.85,,,
2030,24/07/2014,2.131,-93.86,,,
2031,25/07/2014,2.131,-93.87,,,
2032,26/07/2014,2.131,-93.88,,,
2033,27/07/2014,2.131,-93.89,,,
2034,28/07/2014,2.131,-93.9,,,
2035,29/07/2014,2.131,-93.91,,,
2036,30/07/2014,2.131,-93.92,,,
2037,31/07/2014,2.131,-93.93,,,
2038,01/08/2014,0.933,-93.94,,,
2039,02/08/2014,0.933,-93.95,,,
2040,03/08/2014,0.933,-93.96,,,
2041,04/08/2014,0.933,-93.97,,,
2042,05/08/2014,0.933,-93.98,,,
2043,06/08/2014,0.933,-93.99,,,
2044,07/08/2014,0.933,-94.0,,,
2045,08/08/2014,0.933,-94.01,,,
2046,09/08/2014,0.933,-94.02,,,
2047,10/08/2014,0.933,-94.03,,,
2048,11/08/2014,0.933,-94.04,,,
2049,12/08/2014,0.933,-94.07,,,
2050,13/08/2014,0.933,-94.08,,,
2051,14/08/2014,0.933,-94.09,,,
2052,15/08/2014,0.933,-94.1,,,
2053,16/08/2014,0.933,-94.11,,,
2054,17/08/2014,0.933,-94.12,,,
2055,18/08/2014,0.933,-94.13,,,
2056,19/08/2014,0.933,-94.14,,,
2057,20/08/2014,0.933,-94.15,,,
2058,21/08/2014,0.933,-94.16,,,
2059,22/08/2014,0.933,-94.17,,,
2060,23/08/2014,0.933,-94.18,,,
2061,24/08/2014,0.933,-94.19,,,
2062,25/08/2014,0.933,-94.2,,,
2063,26/08/2014,0.933,,,,
2064,27/08/2014,0.933,,,,
2065,28/08/2014,0.933,-94.21,,,
2066,29/08/2014,0.933,-94.22,,,
2067,30/08/2014,0.933,-94.23,,,
2068,31/08/2014,0.933,-94.24,,,
2069,01/09/2014,2.427,-94.25,,,
2070,02/09/2014,2.427,-94.26,,,
2071,03/09/2014,2.427,-94.27,,,
2072,04/09/2014,2.427,-94.28,,,
2073,05/09/2014,2.427,-94.29,,,
2074,06/09/2014,2.427,-94.3,,,
2075,07/09/2014,2.427,-94.31,,,
2076,08/09/2014,2.427,-94.32,,,
2077,09/09/2014,2.427,-94.33,,,
2078,10/09/2014,2.427,-94.34,,,
2079,11/09/2014,2.427,-94.35,,,
2080,12/09/2014,2.427,-94.36,,,
2081,13/09/2014,2.427,-94.37,,,
2082,14/09/2014,2.427,-94.38,,,
2083,15/09/2014,2.427,-94.39,,,
2084,16/09/2014,2.427,-94.4,,,
2085,17/09/2014,2.427,-94.41,,,
2086,18/09/2014,2.427,-94.42,,,
2087,19/09/2014,2.427,-94.43,,,
2088,20/09/2014,2.427,-94.44,,,
2089,21/09/2014,2.427,-94.45,,,
2090,22/09/2014,2.427,-94.46,,,
2091,23/09/2014,2.427,-94.47,,,
2092,24/09/2014,2.427,-94.48,,,
2093,25/09/2014,2.427,-94.49,,,
2094,26/09/2014,2.427,-94.5,,,
2095,27/09/2014,2.427,-94.51,,,
2096,28/09/2014,2.427,-94.52,,,
2097,29/09/2014,2.427,-94.53,,,
2098,30/09/2014,2.427,-94.54,,,
2099,01/10/2014,2.919,-94.57,,,
2100,02/10/2014,2.919,-94.58,,,
2101,03/10/2014,2.919,-94.59,,,
2102,04/10/2014,2.919,-94.6,,,
2103,05/10/2014,2.919,-94.61,,,
2104,06/10/2014,2.919,-94.62,,,
2105,07/10/2014,2.919,-94.63,,,
2106,08/10/2014,2.919,-94.64,,,
2107,09/10/2014,2.919,-94.65,,,
2108,10/10/2014,2.919,-94.66,,,
2109,11/10/2014,2.919,-94.67,,,
2110,12/10/2014,2.919,-94.68,,,
2111,13/10/2014,2.919,-94.69,,,
2112,14/10/2014,2.919,-94.7,,,
2113,15/10/2014,2.919,-94.71,,,
2114,16/10/2014,2.919,-94.72,,,
2115,17/10/2014,2.919,,,,
2116,18/10/2014,2.919,,,,
2117,19/10/2014,2.919,-94.73,,,
2118,20/10/2014,2.919,-94.74,,,
2119,21/10/2014,2.919,-94.75,,,
2120,22/10/2014,2.919,-94.76,,,
2121,23/10/2014,2.919,-94.77,,,
2122,24/10/2014,2.919,-94.78,,,
2123,25/10/2014,2.919,-94.79,,,
2124,26/10/2014,2.919,-94.8,,,
2125,27/10/2014,2.919,-94.81,,,
2126,28/10/2014,2.919,-94.82,,,
2127,29/10/2014,2.919,-94.83,,,
2128,30/10/2014,2.919,-94.84,,,
2129,31/10/2014,2.919,-94.85,,,
2130,01/11/2014,7.688,-94.86,,,
2131,02/11/2014,7.688,-94.87,,,
2132,03/11/2014,7.688,-94.88,,,
2133,04/11/2014,7.688,-94.89,,,
2134,05/11/2014,7.688,-94.9,,,
2135,06/11/2014,7.688,-94.91,,,
2136,07/11/2014,7.688,-94.92,,,
2137,08/11/2014,7.688,-94.93,,,
2138,09/11/2014,7.688,-94.94,,,
2139,10/11/2014,7.688,-94.95,,,
2140,11/11/2014,7.688,-94.96,,,
2141,12/11/2014,7.688,-94.97,,,
2142,13/11/2014,7.688,-94.98,,,
2143,14/11/2014,7.688,-94.99,,,
2144,15/11/2014,7.688,-95.0,,,
2145,16/11/2014,7.688,-95.01,,,
2146,17/11/2014,7.688,-95.02,,,
2147,18/11/2014,7.688,-95.03,,,
2148,19/11/2014,7.688,-95.04,,,
2149,20/11/2014,7.688,-95.07,,,
2150,21/11/2014,7.688,-95.08,,,
2151,22/11/2014,7.688,-95.09,,,
2152,23/11/2014,7.688,-95.1,,,
2153,24/11/2014,7.688,-95.11,,,
2154,25/11/2014,7.688,-95.12,,,
2155,26/11/2014,7.688,-95.13,,,
2156,27/11/2014,7.688,-95.14,,,
2157,28/11/2014,7.688,-95.15,,,
2158,29/11/2014,7.688,-95.16,,,
2159,30/11/2014,7.688,-95.17,,,
2160,01/12/2014,2.849,-95.18,,,
2161,02/12/2014,2.849,-95.19,,,
2162,03/12/2014,2.849,-95.2,,,
2163,04/12/2014,2.849,-95.21,,,
2164,05/12/2014,2.849,-95.22,,,
2165,06/12/2014,2.849,-95.23,,,
2166,07/12/2014,2.849,-95.24,,,
2167,08/12/2014,2.849,,,,
2168,09/12/2014,2.849,,,,
2169,10/12/2014,2.849,-95.25,,,
2170,11/12/2014,2.849,-95.26,,,
2171,12/12/2014,2.849,-95.27,,,
2172,13/12/2014,2.849,-95.28,,,
2173,14/12/2014,2.849,-95.29,,,
2174,15/12/2014,2.849,-95.3,,,
2175,16/12/2014,2.849,-95.31,,,
2176,17/12/2014,2.849,-95.32,,,
2177,18/12/2014,2.849,-95.33,,,
2178,19/12/2014,2.849,-95.34,,,
2179,20/12/2014,2.849,-95.35,,,
2180,21/12/2014,2.849,-95.36,,,
2181,22/12/2014,2.849,-95.37,,,
2182,23/12/2014,2.849,-95.38,,,
2183,24/12/2014,2.849,-95.39,,,
2184,25/12/2014,2.849,-95.4,,,
2185,26/12/2014,2.849,-95.41,,,
2186,27/12/2014,2.849,-95.42,,,
2187,28/12/2014,2.849,-95.43,,,
2188,29/12/2014,2.849,-95.44,,,
2189,30/12/2014,2.849,-95.45,,,
2190,31/12/2014,2.849,-95.46,,,
2191,01/01/2015,1.78,-95.47,,,
2192,02/01/2015,1.78,-95.48,,,
2193,03/01/2015,1.78,-95.49,,,
2194,04/01/2015,1.78,-95.5,,,
2195,05/01/2015,1.78,-95.51,,,
2196,06/01/2015,1.78,-95.52,,,
2197,07/01/2015,1.78,-95.53,,,
2198,08/01/2015,1.78,-95.54,,,
2199,09/01/2015,1.78,-95.57,,,
2200,10/01/2015,1.78,-95.58,,,
2201,11/01/2015,1.78,-95.59,,,
2202,12/01/2015,1.78,-95.6,,,
2203,13/01/2015,1.78,-95.61,,,
2204,14/01/2015,1.78,-95.62,,,
2205,15/01/2015,1.78,-95.63,,,
2206,16/01/2015,1.78,-95.64,,,
2207,17/01/2015,1.78,-95.65,,,
2208,18/01/2015,1.78,-95.66,,,
2209,19/01/2015,1.78,-95.67,,,
2210,20/01/2015,1.78,-95.68,,,
2211,21/01/2015,1.78,-95.69,,,
2212,22/01/2015,1.78,-95.7,,,
2213,23/01/2015,1.78,-95.71,,,
2214,24/01/2015,1.78,-95.72,,,
2215,25/01/2015,1.78,-95.73,,,
2216,26/01/2015,1.78,-95.74,,,
2217,27/01/2015,1.78,-95.75,,,
2218,28/01/2015,1.78,-95.76,,,
2219,29/01/2015,1.78,,,,
2220,30/01/2015,1.78,,,,
2221,31/01/2015,1.78,-95.77,,,
2222,01/02/2015,3.778,-95.78,,,
2223,02/02/2015,3.778,-95.79,,,
2224,03/02/2015,3.778,-95.8,,,
2225,04/02/2015,3.778,-95.81,,,
2226,05/02/2015,3.778,-95.82,,,
2227,06/02/2015,3.778,-95.83,,,
2228,07/02/2015,3.778,-95.84,,,
2229,08/02/2015,3.778,-95.85,,,
2230,09/02/2015,3.778,-95.86,,,
2231,10/02/2015,3.778,-95.87,,,
2232,11/02/2015,3.778,-95.88,,,
2233,12/02/2015,3.778,-95.89,,,
2234,13/02/2015,3.778,-95.9,,,
2235,14/02/2015,3.778,-95.91,,,
2236,15/02/2015,3.778,-95.92,,,
2237,16/02/2015,3.778,-95.93,,,
2238,17/02/2015,3.778,-95.94,,,
2239,18/02/2015,3.778,-95.95,,,
2240,19/02/2015,3.778,-95.96,,,
2241,20/02/2015,3.778,-95.97,,,
2242,21/02/2015,3.778,-95.98,,,
2243,22/02/2015,3.778,-95.99,,,
2244,23/02/2015,3.778,-96.0,,,
2245,24/02/2015,3.778,-96.01,,,
2246,25/02/2015,3.778,-96.02,,,
2247,26/02/2015,3.778,-96.03,,,
2248,27/02/2015,3.778,-96.04,,,
2249,28/02/2015,3.778,-96.07,,,
2250,01/03/2015,4.346,-96.08,,,
2251,02/03/2015,4.346,-96.09,,,
2252,03/03/2015,4.346,-96.1,,,
2253,04/03/2015,4.346,-96.11,,,
2254,05/03/2015,4.346,-96.12,,,
2255,06/03/2015,4.346,-96.13,,,
2256,07/03/2015,4.346,-96.14,,,
2257,08/03/2015,4.346,-96.15,,,
2258,09/03/2015,4.346,-96.16,,,
2259,10/03/2015,4.346,-96.17,,,
2260,11/03/2015,4.346,-96.18,,,
2261,12/03/2015,4.346,-96.19,,,
2262,13/03/2015,4.346,-96.2,,,
2263,14/03/2015,4.346,-96.21,,,
2264,15/03/2015,4.346,-96.22,,,
2265,16/03/2015,4.346,-96.23,,,
2266,17/03/2015,4.346,-96.24,,,
2267,18/03/2015,4.346,-96.25,,,
2268,19/03/2015,4.346,-96.26,,,
2269,20/03/2015,4.346,-96.27,,,
2270,21/03/2015,4.346,-96.28,,,
2271,22/03/2015,4.346,,,,
2272,23/03/2015,4.346,,,,
2273,24/03/2015,4.346,-96.29,,,
2274,25/03/2015,4.346,-96.3,,,
2275,26/03/2015,4.346,-96.31,,,
2276,27/03/2015,4.346,-96.32,,,
2277,28/03/2015,4.346,-96.33,,,
2278,29/03/2015,4.346,-96.34,,,
2279,30/03/2015,4.346,-96.35,,,
2280,31/03/2015,4.346,-96.36,,,
2281,01/04/2015,1.954,-96.37,,,
2282,02/04/2015,1.954,-96.38,,,
2283,03/04/2015,1.954,-96.39,,,
2284,04/04/2015,1.954,-96.4,,,
2285,05/04/2015,1.954,-96.41,,,
2286,06/04/2015,1.954,-96.42,,,
2287,07/04/2015,1.954,-96.43,,,
2288,08/04/2015,1.954,-96.44,,,
2289,09/04/2015,1.954,-96.45,,,
2290,10/04/2015,1.954,-96.46,,,
2291,11/04/2015,1.954,-96.47,,,
2292,12/04/2015,1.954,-96.48,,,
2293,13/04/2015,1.954,-96.49,,,
2294,14/04/2015,1.954,-96.5,,,
2295,15/04/2015,1.954,-96.51,,,
2296,16/04/2015,1.954,-96.52,,,
2297,17/04/2015,1.954,-96.53,,,
2298,18/04/2015,1.954,-96.54,,,
2299,19/04/2015,1.954,-96.57,,,
2300,20/04/2015,1.954,-96.58,,,
2301,21/04/2015,1.954,-96.59,,,
2302,22/04/2015,1.954,-96.6,,,
2303,23/04/2015,1.954,-96.61,,,
2304,24/04/2015,1.954,-96.62,,,
2305,25/04/2015,1.954,-96.63,,,
2306,26/04/2015,1.954,-96.64,,,
2307,27/04/2015,1.954,-96.65,,,
2308,28/04/2015,1.954,-96.66,,,
2309,29/04/2015,1.954,-96.67,,,
2310,30/04/2015,1.954,-96.68,,,
2311,01/05/2015,1.639,-96.69,,,
2312,02/05/2015,1.639,-96.7,,,
2313,03/05/2015,1.639,-96.71,,,
2314,04/05/2015,1.639,-96.72,,,
2315,05/05/2015,1.639,-96.73,,,
2316,06/05/2015,1.639,-96.74,,,
2317,07/05/2015,1.639,-96.75,,,
2318,08/05/2015,1.639,-96.76,,,
2319,09/05/2015,1.639,-96.77,,,
2320,10/05/2015,1.639,-96.78,,,
2321,11/05/2015,1.639,-96.79,,,
2322,12/05/2015,1.639,-96.8,,,
2323,13/05/2015,1.639,,,,
2324,14/05/2015,1.639,,,,
2325,15/05/2015,1.639,-96.81,,,
2326,16/05/2015,1.639,-96.82,,,
2327,17/05/2015,1.639,-96.83,,,
2328,18/05/2015,1.639,-96.84,,,
2329,19/05/2015,1.639,-96.85,,,
2330,20/05/2015,1.639,-96.86,,,
2331,21/05/2015,1.639,-96.87,,,
2332,22/05/2015,1.639,-96.88,,,
2333,23/05/2015,1.639,-96.89,,,
2334,24/05/2015,1.639,-96.9,,,
2335,25/05/2015,1.639,-96.91,,,
2336,26/05/2015,1.639,-96.92,,,
2337,27/05/2015,1.639,-96.93,,,
2338,28/05/2015,1.639,-96.94,,,
2339,29/05/2015,1.639,-96.95,,,
2340,30/05/2015,1.639,-96.96,,,
2341,31/05/2015,1.639,-96.97,,,
2342,01/06/2015,1.915,-96.98,,,
2343,02/06/2015,1.915,-96.99,,,
2344,03/06/2015,1.915,-97.0,,,
2345,04/06/2015,1.915,-97.01,,,
2346,05/06/2015,1.915,-97.02,,,
2347,06/06/2015,1.915,-97.03,,,
2348,07/06/2015,1.915,-97.04,,,
2349,08/06/2015,1.915,-97.07,,,
2350,09/06/2015,1.915,-97.08,,,
2351,10/06/2015,1.915,-97.09,,,
2352,11/06/2015,1.915,-97.1,,,
2353,12/06/2015,1.915,-97.11,,,
2354,13/06/2015,1.915,-97.12,,,
2355,14/06/2015,1.915,-97.13,,,
2356,15/06/2015,1.915,-97.14,,,
2357,16/06/2015,1.915,-97.15,,,
2358,17/06/2015,1.915,-97.16,,,
2359,18/06/2015,1.915,-97.17,,,
2360,19/06/2015,1.915,-97.18,,,
2361,20/06/2015,1.915,-97.19,,,
2362,21/06/2015,1.915,-97.2,,,
2363,22/06/2015,1.915,-97.21,,,
2364,23/06/2015,1.915,-97.22,,,
2365,24/06/2015,1.915,-97.23,,,
2366,25/06/2015,1.915,-97.24,,,
2367,26/06/2015,1.915,-97.25,,,
2368,27/06/2015,1.915,-97.26,,,
2369,28/06/2015,1.915,-97.27,,,
2370,29/06/2015,1.915,-97.28,,,
2371,30/06/2015,1.915,-97.29,,,
2372,01/07/2015,0.852,-97.3,,,
2373,02/07/2015,0.852,-97.31,,,
2374,03/07/2015,0.852,-97.32,,,
2375,04/07/2015,0.852,,,,
2376,05/07/2015,0.852,,,,
2377,06/07/2015,0.852,-97.33,,,
2378,07/07/2015,0.852,-97.34,,,
2379,08/07/2015,0.852,-97.35,,,
2380,09/07/2015,0.852,-97.36,,,
2381,10/07/2015,0.852,-97.37,,,
2382,11/07/2015,0.852,-97.38,,,
2383,12/07/2015,0.852,-97.39,,,
2384,13/07/2015,0.852,-97.4,,,
2385,14/07/2015,0.852,-97.41,,,
2386,15/07/2015,0.852,-97.42,,,
2387,16/07/2015,0.852,-97.43,,,
2388,17/07/2015,0.852,-97.44,,,
2389,18/07/2015,0.852,-97.45,,,
2390,19/07/2015,0.852,-97.46,,,
2391,20/07/2015,0.852,-97.47,,,
2392,21/07/2015,0.852,-97.48,,,
2393,22/07/2015,0.852,-97.49,,,
2394,23/07/2015,0.852,-97.5,,,
2395,24/07/2015,0.852,-97.51,,,
2396,25/07/2015,0.852,-97.52,,,
2397,26/07/2015,0.852,-97.53,,,
2398,27/07/2015,0.852,-97.54,,,
2399,28/07/2015,0.852,-97.57,,,
2400,29/07/2015,0.852,-97.58,,,
2401,30/07/2015,0.852,-97.59,,,
2402,31/07/2015,0.852,-97.6,,,
2403,01/08/2015,2.927,-97.61,,,
2404,02/08/2015,2.927,-97.62,,,
2405,03/08/2015,2.927,-97.63,,,
2406,04/08/2015,2.927,-97.64,,,
2407,05/08/2015,2.927,-97.65,,,
2408,06/08/2015,2.927,-97.66,,,
2409,07/08/2015,2.927,-97.67,,,
2410,08/08/2015,2.927,-97.68,,,
2411,09/08/2015,2.927,-97.69,,,
2412,10/08/2015,2.927,-97.7,,,
2413,11/08/2015,2.927,-97.71,,,
2414,12/08/2015,2.927,-97.72,,,
2415,13/08/2015,2.927,-97.73,,,
2416,14/08/2015,2.927,-97.74,,,
2417,15/08/2015,2.927,-97.75,,,
2418,16/08/2015,2.927,-97.76,,,
2419,17/08/2015,2.927,-97.77,,,
2420,18/08/2015,2.927,-97.78,,,
2421,19/08/2015,2.927,-97.79,,,
2422,20/08/2015,2.927,-97.8,,,
2423,21/08/2015,2.927,-97.81,,,
2424,22/08/2015,2.927,-97.82,,,
2425,23/08/2015,2.927,-97.83,,,
2426,24/08/2015,2.927,-97.84,,,
2427,25/08/2015,2.927,,,,
2428,26/08/2015,2.927,,,,
2429,27/08/2015,2.927,-97.85,,,
2430,28/08/2015,2.927,-97.86,,,
2431,29/08/2015,2.927,-97.87,,,
2432,30/08/2015,2.927,-97.88,,,
2433,31/08/2015,2.927,-97.89,,,
2434,01/09/2015,1.71,-97.9,,,
2435,02/09/2015,1.71,-97.91,,,
2436,03/09/2015,1.71,-97.92,,,
2437,04/09/2015,1.71,-97.93,,,
2438,05/09/2015,1.71,-97.94,,,
2439,06/09/2015,1.71,-97.95,,,
2440,07/09/2015,1.71,-97.96,,,
2441,08/09/2015,1.71,-97.97,,,
2442,09/09/2015,1.71,-97.98,,,
2443,10/09/2015,1.71,-97.99,,,
2444,11/09/2015,1.71,-98.0,,,
2445,12/09/2015,1.71,-98.01,,,
2446,13/09/2015,1.71,-98.02,,,
2447,14/09/2015,1.71,-98.03,,,
2448,15/09/2015,1.71,-98.04,,,
2449,16/09/2015,1.71,-98.07,,,
2450,17/09/2015,1.71,-98.08,,,
2451,18/09/2015,1.71,-98.09,,,
2452,19/09/2015,1.71,-98.1,,,
2453,20/09/2015,1.71,-98.11,,,
2454,21/09/2015,1.71,-98.12,,,
2455,22/09/2015,1.71,-98.13,,,
2456,23/09/2015,1.71,-98.14,,,
2457,24/09/2015,1.71,-98.15,,,
2458,25/09/2015,1.71,-98.16,,,
2459,26/09/2015,1.71,-98.17,,,
2460,27/09/2015,1.71,-98.18,,,
2461,28/09/2015,1.71,-98.19,,,
2462,29/09/2015,1.71,-98.2,,,
2463,30/09/2015,1.71,-98.21,,,
2464,01/10/2015,4.232,-98.22,,,
2465,02/10/2015,4.232,-98.23,,,
2466,03/10/2015,4.232,-98.24,,,
2467,04/10/2015,4.232,-98.25,,,
2468,05/10/2015,4.232,-98.26,,,
2469,06/10/2015,4.232,-98.27,,,
2470,07/10/2015,4.232,-98.28,,,
2471,08/10/2015,4.232,-98.29,,,
2472,09/10/2015,4.232,-98.3,,,
2473,10/10/2015,4.232,-98.31,,,
2474,11/10/2015,4.232,-98.32,,,
2475,12/10/2015,4.232,-98.33,,,
